Judul,Instansi,Lembaga,LembagaDetail,Author,PreProcess
Penyusunan Inventarisasi Emisi Kota Yogyakarta,Universitas Gadjah Mada,PT,PT,MOHAMMAD PRAMONO HADI,susun inventarisasi emisi kota yogyakarta
Pengembangan Prototipe Alat Kalibrasi Pengukur Arus Sungai,Universitas Gadjah Mada,PT,PT,MOHAMMAD PRAMONO HADI,kembang prototipe alat kalibrasi ukur arus sungai
Analisis Potensi  Bidang Gelincir Longsor di Saluran Induk Kalibawang Km 14 5 Berdasarkan Citra Vertikal Kecepatan Gelombang Elastis ,Universitas Gadjah Mada,PT,PT,EDDY HARTANTYO,analisis potensi bidang gelincir longsor salur induk kalibawang kilometer dasar citra vertikal cepat gelombang elastis
Kualitas Air Tanah di Sepanjang Kali Gajah Wong ditinjau dari Pola Sebaran Eschercia coli (Studi Kasus Kecamatan Umbul Harjo),Universitas Gadjah Mada,PT,PT,EDDY HARTANTYO,kualitas air tanah gajah tinjau pola sebar eschercia coli studi camat umbul harjo
Pengaruh-pengaruh topikal aplikasi gel khitosan terhadap proses penyembuhan luka tikus (Rattus Sprague-dawley),Universitas Gadjah Mada,PT,PT,ANNE HANDRINI DEWI,pengaruh topikal aplikasi gel khitosan proses sembuh luka tikus rattus sprague-dawley
Pengaruh Pemuatan Sinamaldehid Terhadap Proses Regenerasi Tulang pada Perancah Gipsum-Hidrogel Kalsium Karbonat (Kajian In Vivo pada Rattus Sprague Dawley),Universitas Gadjah Mada,PT,PT,ANNE HANDRINI DEWI,pengaruh muat sinamaldehid proses regenerasi tulang perancah gipsum-hidrogel kalsium karbonat kaji in vivo rattus sprague dawley
Regenerasi Tulang Pasca Implantasi Dengan Graft Gipsum - Kalsium Karbonat: Kajian in vivo Pada Kondilus Femoris Tikus Sprague Dawley,Universitas Gadjah Mada,PT,PT,ANNE HANDRINI DEWI,regenerasi tulang pasca implantasi graft gipsum - kalsium karbonat kaji in vivo kondilus femoris tikus sprague dawley
Pengaruh konsentrasi cinamaldehid terhadap karakteristik perancah tulang hidrogel kalsium karbonat,Universitas Gadjah Mada,PT,PT,ANNE HANDRINI DEWI,pengaruh konsentrasi cinamaldehid karakteristik perancah tulang hidrogel kalsium karbonat
Penjabaran Dampak Perilaku Kepemimpinan Pemberdayaan terhadap Kinerja melalui Pemberdayaan Psikologis Keterikatan pada Proses Kreatif dan Perilaku Adaptif,Universitas Gadjah Mada,PT,PT,GUGUP KISMONO,jawa barat dampak perilaku pimpin daya daya psikologis ikat proses kreatif perilaku adaptif
Branding Strategy Industri Bakpia di Daerah Istimewa Yogyakarta: Opportunity dan Threats yang Akan Mempengaruhi Reputasi Bakpia pada Masa yang Akan Datang,Universitas Gadjah Mada,PT,PT,FITRI DAMAYANTI BERUTU,branding strategy industri bakpia daerah istimewa yogyakarta beruntung threats pengaruh reputasi bakpia
Analisis Moleculer Similarity Beberapa Molekul Bioaktif untuk Pencarian Templat Dami Guna Sintesis Polimer,Universitas Gadjah Mada,PT,PT,IQMAL TAHIR,analisis moleculer similarity molekul bioaktif cari templat dami sintesis polimer
PEMODELAN MOLEKUL PRA KOMPLEKSASI TEMPLATMONOMER UNTUK DESAIN POLIMER TERCETAK MOLEKUL CAPSAICIN,Universitas Gadjah Mada,PT,PT,IQMAL TAHIR,model molekul pra kompleksasi templatmonomer desain polimer cetak molekul capsaicin
Pengembangan Produk Pangan dan Farmasetik Nasional Berbasis Gelatin Halal dari Bahan Baku Lokal,Universitas Gadjah Mada,PT,PT,LILY ARSANTI LESTARI,kembang produk pangan farmasetik nasional bas gelatin halal bahan baku lokal
Immunomodulartory effect of head-killed indigenous potensial probiotic in HB4C5,Universitas Gadjah Mada,PT,PT,LILY ARSANTI LESTARI,immunomodulartory effect of head-killed indigenous potensial probiotic in hbc
Hubungan tingkat pengetahuan gizi terhadap sikap persepsi preferensi serta asupan energi dan lemak pada konsumen angkringan di Kota Yogyakarta,Universitas Gadjah Mada,PT,PT,LILY ARSANTI LESTARI,hubung tingkat gizi sikap persepsi preferensi asupan energi lemak konsumen angkring kota yogyakarta
Pengembangan Produk Cookies Biji Nangka (Artocarpus heterophyllus Lamk) sebagai Alternatif Diet Bagi Penderita Diabetes Mellitus Tipe 2,Universitas Gadjah Mada,PT,PT,LILY ARSANTI LESTARI,kembang produk cookies biji nangka artocarpus heterophyllus lamk alternatif diet derita diabetes mellitus tipe
Pengembangan Item Bank Soal Kelompok Tes yang mengukur Potensi Akademik di Fakultas Psikologi UGM,Universitas Gadjah Mada,PT,PT,WAHYU WIDHIARSO,kembang item bank kelompok tes ukur potensi akademik fakultas psikologi universitas gajah mada
Pengaruh Waktu Ekuilibrasi dan Metode Thawing terhadap Kualitas Sperma Ayam Kampung yang Dibekukan dalam Medium Buffer Phosphate,Universitas Gadjah Mada,PT,PT,ISMAYA,pengaruh waktu ekuilibrasi metode thawing kualitas sperma ayam kampung beku medium buffer phosphate
Kajian Faktor-Faktor yang Mempengaruhi Keberlanjutan Aktivitas Kelompok tani Hutan Kemasyarakatan di Kabupaten Gung Kidul,Universitas Gadjah Mada,PT,PT,SUNARRU SAMSI HARIADI,kaji faktor pengaruh aktivitas kelompok tani hutan masyarakat kabupaten gung kidul
Rekayasa Sistem Sosial dalam Pengembangan Agribisnis Hortikultura di Kota Batu,Universitas Gadjah Mada,PT,PT,SUNARRU SAMSI HARIADI,rekayasa sistem sosial kembang agribisnis hortikultura kota batu
Strategi Peningkatan Efektivitas Kerja Penyuluh Guna Meningkatkan Produksi Pertanian Untuk Mencapai Ketahanan Pangan di Kabupaten Sleman,Universitas Gadjah Mada,PT,PT,SUNARRU SAMSI HARIADI,strategi tingkat efektivitas suluh tingkat produksi tani capai tahan pangan kabupaten sleman
Analisis Pengaruh Bacaan Al-Quran Terhadap Data Rekam EEG Menggunakan Transformasi Fourier Waktu-Singkat dan Wavelet Kontinu,Universitas Gadjah Mada,PT,PT,AGFIANTO EKO PUTRA,analisis pengaruh baca al-quran data rekam eeg transformasi fourier waktu-singkat wavelet kontinu
Rancang Bangun Satelit Nano Universitas Gadjah Mada Ugmsat-1,Universitas Gadjah Mada,PT,PT,AGFIANTO EKO PUTRA,rancang bangun satelit nano universitas gadjah mada ugmsat-
Analisis Pengaruh Bacaan Al Quran Terhadap Data Rekam EEG Menggunakan Metode Dekomposisi Korelasi Berbasis Wavelet (Dekorlet),Universitas Gadjah Mada,PT,PT,AGFIANTO EKO PUTRA,analisis pengaruh baca al quran data rekam eeg metode dekomposisi korelasi bas wavelet dekorlet
Analisis Data EEG Menggunakan Transformasi wavelet dan metode dekorlet,Universitas Gadjah Mada,PT,PT,AGFIANTO EKO PUTRA,analisis data eeg transformasi wavelet metode dekorlet
Modifikasi Media Vertical garden Menggunakan Limbah Organik yang Ramah Lingkungan untuk Mendukung Green Building,Universitas Gadjah Mada,PT,PT,SIWI INDARTI,modifikasi media vertical garden limbah organik ramah lingkung dukung green building
Gaya Manajemen Konflik Pengelola Taman Nasional Gunung Merapi,Universitas Gadjah Mada,PT,PT,LIES RAHAYU WIJAYANTI FAIDA,gaya manajemen konflik kelola taman nasional gunung rapi
Model Keputusan Menggunakan Konsep Fuzzy,Universitas Gadjah Mada,PT,PT,RETANTYO WARDOYO,model putus konsep fuzzy
ANALISIS METODE PEMBELAJARAN BCKPROGATION UNTUK MENGETAHUI TINGKAT KULIFIKASI CALON MAHASISWA ( STUDI KASUS PROGRAM DIPLOMA TEKNIK ELEKTRO ),Universitas Gadjah Mada,PT,PT,SRI LESTARI,analisis metode ajar bckprogation tingkat kulifikasi calon mahasiswa studi program diploma teknik elektro
Sintesa Senyawa Anti Kanker (Terpineol) dari Hasil Hutan non Kayu (Terpentin),Universitas Gadjah Mada,PT,PT,ARIEF BUDIMAN,sintesa senyawa anti kanker terpineol hasil hutan non kayu terpentin
Pre-FS Biodiesel dari Mikroalgae,Universitas Gadjah Mada,PT,PT,ARIEF BUDIMAN,pre-fs biodiesel mikroalgae
Kenabian Dalam Pemikiran Filsafat Islam,Universitas Gadjah Mada,PT,PT,MUSTOFA ANSHORI LIDINILLAH,nabi pikir filsafat islam
Pengalaman Keagamaan Dalam Perspektif Epistemologi,Universitas Gadjah Mada,PT,PT,MUSTOFA ANSHORI LIDINILLAH,alam agama perspektif epistemologi
AFEKSI SEBAGAI METODE PENDEKATAN PENDIDIKAN PANCASILA DI PERGURUAN TINGGI,Universitas Gadjah Mada,PT,PT,YULIANINGSIH RISWAN,afeksi metode didik pancasila guru tinggi
Konsep nasionalisme dan Identitas kewarganegaraan pasangan Lintas Negara dalam Perspektif Philosophy of Exclusion,Universitas Gadjah Mada,PT,PT,YULIANINGSIH RISWAN,konsep nasionalisme identitas kewarganegaraan pasang lintas negara perspektif philosophy of exclusion
Islam Indonesia dan Postmodernisme,Universitas Gadjah Mada,PT,PT,YULIANINGSIH RISWAN,islam indonesia postmodernisme
Pengujian Aktifitas Protease Bakteri dari Produk Fermentasi Perikanan,Universitas Gadjah Mada,PT,PT,INDUN DEWI PUSPITA,uji aktifitas protease bakteri produk fermentasi ikan
Energy Market Integration in the Midst of Economic Integration: Welfare Measurement,Universitas Gadjah Mada,PT,PT,TRI WIDODO,energy market integration in the midst of ekonomi integration welfare measurement
Penyusunan Naskah Akademis Duty Free Quota Free,Universitas Gadjah Mada,PT,PT,TRI WIDODO,susun naskah akademis duty gratis quota gratis
Violations of the H-O Theory and Comparative Advantages: Case Studies of East Asia,Universitas Gadjah Mada,PT,PT,TRI WIDODO,violations of the h-o teori dan comparative advantages kasus studies of east asia
Fossil Fuel Consumption CO2 Emission and Economic Growth in Indonesia,Universitas Gadjah Mada,PT,PT,TRI WIDODO,fossil fuel consumption co emission dan ekonomi tumbuh in indonesia
Studi Sifat Anti Bakteri Fiber PVA Bermuatan Nano Partikel Perak,Universitas Gadjah Mada,PT,PT,HARSOJO,studi sifat anti bakteri fiber pva muat nano partikel perak
Pengembangan Metode Analisisi Produk Halal Menuju Metode Standard Nasional Indonesia (SNI),Universitas Gadjah Mada,PT,PT,HARSOJO,kembang metode analisis produk halal metode standard nasional indonesia sni
Evaluasi respon Larik Sensor Gas Dalam Electronic Nose pada pertumbuhan Jamur Rizhopus Selama Proses Fermentasi Tempe Kedelai,Universitas Gadjah Mada,PT,PT,KUWAT TRIYANA,evaluasi respon larik sensor gas electronic nose tumbuh jamur rizhopus proses fermentasi tempe kedelai
Monitoring Proses Fermentasi Tempe Menggunakan Sensor Rasa Multikanal,Universitas Gadjah Mada,PT,PT,KUWAT TRIYANA,monitoring proses fermentasi tempe sensor multikanal
Analisis Konsumsi Unsur Babi pada Produksi Bakso di Seputar Yogyakarta,Universitas Gadjah Mada,PT,PT,YUNY ERWANTO,analisis konsumsi unsur babi produksi bakso putar yogyakarta
Gama Ayam,Universitas Gadjah Mada,PT,PT,BUDI SETIADI DARYONO,gama ayam
Produksi Benih Gama Melon Parfum Melalui Inkubasi Bisnis Dalam Rangka Penguatan Industri Benih Nasional.,Universitas Gadjah Mada,PT,PT,BUDI SETIADI DARYONO,produksi benih gama melon parfum inkubasi bisnis rangka kuat industri benih nasional
Pewarisan Fenotip Melon (Cucumis melo L.) Kultivar Melodi Gama 3 Hasil Pemuliaan,Universitas Gadjah Mada,PT,PT,BUDI SETIADI DARYONO,waris fenotip melon cucumis melo kultivar melodi gama hasil mulia
Penguatan Industri Benih Nasional melalui Produksi Benih Melon Unggul,Universitas Gadjah Mada,PT,PT,BUDI SETIADI DARYONO,kuat industri benih nasional produksi benih melon unggul
Potensi Kitolod Isotoma longiflora Sebagai Antikanker : Uji Fitokimia dan Toksisitas dengan Model Rattus norvegicus Galur Wistar (Penelitian kreativitas Mahasiswa an: Annisa Budyasih),Universitas Gadjah Mada,PT,PT,LAKSMINDRA FITRIA,potensi kitolod isotoma longiflora antikanker uji fitokimia toksisitas model rattus norvegicus galur wistar teliti kreativitas mahasiswa an annisa budyasih
Perumusan Pola Kemitraan antara Perusahaan dan Petani Perkebunan dengan Pendekatan Structural Equation Model (SEM): Studi Kasus di PT. Pagilaran,Universitas Gadjah Mada,PT,PT,ANY SURYANTINI,rumus pola mitra usaha tani kebun structural equation model sem studi pt pagilaran
Produksi Bioetanol sebagai Bahan Bakar Terbarukan dari Biomassa Makroalgae Sargassum sp. Asal Bima NTB,Universitas Gadjah Mada,PT,PT,RINA SRI KASIAMDARI,produksi bioetanol bahan bakar biomassa makroalgae sargassum sp bima ntb
Analisis Pemerataan dan Modal Manusia pada Peternakan Ayam Broiler Pola Kemitraan Berdasarkan Periode Tingkat Harga Yang Berbeda di Wilayah Surakarta,Universitas Gadjah Mada,PT,PT,SUDI NURTINI,analisis perata modal manusia terna ayam broiler pola mitra dasar periode tingkat harga beda wilayah surakarta
Strategi Pengembangan Kemitraan Di Bidang Perkebunan Untuk Meningkatkan Kesejahteraan Petani,Universitas Gadjah Mada,PT,PT,DWIDJONO HADI DARWANTO,strategi kembang mitra bidang kebun tingkat sejahtera tani
Pengembangan Pola Sawit Sapi di Kab. Jambi,Universitas Gadjah Mada,PT,PT,DWIDJONO HADI DARWANTO,kembang pola sawit sapi kab jambi
Integrated Crop Production System of bananas for increased quality and productivity for Indonesia and Australia,Universitas Gadjah Mada,PT,PT,SITI SUBANDIYAH,integrated crop production sistem of bananas untuk increased quality dan productivity untuk indonesia dan australia
Deteksi Molekular Bakteri Penyebab Penyakit Busuk Lunak pada Anggrek Menggunakan Teknik Polymerase Chain Reaction ( PCR),Universitas Gadjah Mada,PT,PT,TRI JOKO,deteksi molekular bakteri sakit busuk lunak anggrek teknik polymerase chain reaction pcr
Identifikasi Dinamika Spasial Sumberdaya Mangrove Di Wilayah Pesisir Kabupaten Demak Jawa Tengah,Sekolah Tinggi Teknologi Nasional,PT,PT,SEPTIANA FATHURROHMAH,identifikasi dinamika spasial sumberdaya mangrove wilayah pesisir kabupaten demak jawa tengah
Penilaian Resiliensi Sistem Jaringan Infrastruktur Dalam Konteks Bencana Banjir Pasang Surut Di Kota Pekalongan,Sekolah Tinggi Teknologi Nasional,PT,PT,NOVI MAULIDA NI'MAH,nilai resiliensi sistem jaring infrastruktur konteks bencana banjir pasang surut kota kalong
Studi Potensi Atraksi Taman Wisata Di Kyai Langgeng Kota Magelang,Sekolah Tinggi Teknologi Nasional,PT,PT,NOVI MAULIDA NI'MAH,studi potensi atraksi taman wisata kyai langgeng kota magelang
Bird Atlas of Yogyakarta,Universitas Atma Jaya Yogyakarta,PT,PT,IGN PRAMANA YUDA,bird atlas of yogyakarta
Praktik Akuntansi Manajemen Pada Hotel Berbintang di Yogyakarta dan Sekitarnya,Universitas Atma Jaya Yogyakarta,PT,PT,CH WIWIK SUNARNI,praktik akuntansi manajemen hotel bintang yogyakarta
Rancang Bangun Sistem Informasi Manajemen Penerbitan Jurnal Berbasis Web,Universitas Atma Jaya Yogyakarta,PT,PT,FINDRA KARTIKA SARI DEWI,rancang bangun sistem informasi manajemen terbit jurnal bas web
Analisis Pengaruh Faktor Lingkungan Fisik Terhadap Kapasitas Memori Jangka Pendek Untuk Informasi Audio Visual,Universitas Atma Jaya Yogyakarta,PT,PT,LUCIANA TRIANI DEWI,analisis pengaruh faktor lingkung fisik kapasitas memori jangka pendek informasi audio visual
Karateristik Antropometri dan Postur Kerja Dalam Rancang Bangun Fasilitas Ergonomis Untuk Taman Kanak-Kanak,Universitas Atma Jaya Yogyakarta,PT,PT,CHANDRA DEWI KURNIANINGTYAS,karateristik antropometri postur rancang bangun fasilitas ergonomis taman kanak-kanak
Memahami Pluralisme Agama DAlam Rangka Membangun Kerukunan Dan Toleransi Antar Umat Beragama,Universitas Atma Jaya Yogyakarta,PT,PT,CHATARINA SURYANTI,paham pluralisme agama rangka bangun rukun toleransi umat agama
ANALISIS DAN USULAN PERBAIKAN RUANG KELAS 221 KAMPUS 3 UAD BERDASARKAN PRINSIP PRINSIP ERGONOMI,Universitas Ahmad Dahlan,PT,PT,SUBHAN ZUL ARDI,analisis usul ruang kelas kampus universitas ahmad dahlan dasar prinsip prinsip ergonomi
EVALUASI PROGRAM BINA KELUARGA LANSIA (BKL) GUNA MENINGKATKAN KUALITAS HIDUP LANSIA DI YOGYAKARTA,Universitas Ahmad Dahlan,PT,PT,RATU MATAHARI,evaluasi program bina keluarga lansia bkl tingkat kualitas hidup lansia yogyakarta
PENEGAKKAN HUKUM PERATURAN DAERAH NOMOR 01 TAHUN 2014 TENTANG PENANGANAN GELANDANGAN DAN PENGEMIS DI DAERAH ISTIMEWA YOGYAKARATA,Universitas Ahmad Dahlan,PT,PT,MUFTI KHAKIM,tegak hukum atur daerah nomer tahun tangan gelandang emis daerah istimewa yogyakarata
Menumbuhkan Ketelitian dan Kreativitas Berbahasa dalam Mata kuliah Stucture IV,Universitas Sanata Dharma,PT,PT,ARINA ISTI'ANAH,tumbuh teliti kreativitas bahasa kuliah stucture iv
Implementasi Pembelajaran Berbasis Pedagogi Ignatian dalam Mata Kuliah Analisis Sosial untuk Menumbuhkan Kepedulian Sosial,Universitas Sanata Dharma,PT,PT,BERNARDUS AGUS RUKIYANTO,implementasi ajar bas pedagogi ignatian kuliah analisis sosial tumbuh peduli sosial
UJI COBA MODUL KONSELING FARMASIS (KSF) UNTUK PASIEN DIABETES MELLITUS (DM) HIPERTENSI,Universitas Ahmad Dahlan,PT,PT,GINANJAR ZUKHRUF SAPUTRI,uji coba modul konseling farmasis ksf pasien diabetes mellitus dm hipertensi
Kajian Efektivitas Propagul Cendawan Mikoriza Arbuskula Indigenus Lereng Gunung Berapi Sebagai Agen Hayati Potensial,Universitas Mercu Buana Yogyakarta,PT,PT,F DIDIET HERU SWASONO,kaji efektivitas propagul cendawan mikoriza arbuskula indigenus lereng gunung rap agen hayati potensial
Sifat Antioksidatif Instan Temulawak,Universitas Mercu Buana Yogyakarta,PT,PT,ASTUTI SETYOWATI,sifat antioksidatif instan temulawak
Studi model Penyelenggaraan Ekonomi Kerakyatan di Kabupaten Gunungkidul Berbasis Indeks Demokrasi Ekonomi,Universitas Mercu Buana Yogyakarta,PT,PT,AWAN SANTOSA,studi model selenggara ekonomi rakyat kabupaten gunungkidul bas indeks demokrasi ekonomi
IbK Universitas Mercu Buana Yogyakarta,Universitas Mercu Buana Yogyakarta,PT,PT,AWAN SANTOSA,ibk universitas mercu buana yogyakarta
Analisis Kinerja Keuangan Perusahaan Ditinjau Dari Rentabilitas Likuiditas Dan Solvabilitas Studi Kasus pada PT SEMEN TUNGGAL PRAKARSA TBK.,Universitas Mercu Buana Yogyakarta,PT,PT,MUSHAWIR,analisis uang usaha tinjau rentabilitas likuiditas solvabilitas studi pt semen tunggal prakarsa tbk
Evaluasi Faktor-Faktor Yang Mempengaruhi Profitabilitas pada Perusahaan Manufaktur yang Terdaftar di Bei,Universitas Mercu Buana Yogyakarta,PT,PT,RINA DWIARTI,evaluasi faktor pengaruh profitabilitas usaha manufaktur daftar bei
IbM Pengembangan Industri Batik Tematik di Dukuh Kembangsongo Desa Trimulyo Kecamatan Jetis Kabupaten Bantul,Universitas Mercu Buana Yogyakarta,PT,PT,RINA DWIARTI,ibm kembang industri batik tematik dukuh kembangsongo desa trimulyo camat jetis kabupaten bantul
Peran Mood (Suasana Hati) Terhadap Perilaku Proposal Pada Remaja Akhir (Mahasiswa),Universitas Mercu Buana Yogyakarta,PT,PT,INDRA RATNA KUSUMA WARDANI,peran perasaan suasana hati perilaku proposal remaja mahasiswa
Pembinaan Kepribadian Melalui Pemahaman Tentang Kebermaknaan Hidup pada Narapidana,Universitas Mercu Buana Yogyakarta,PT,PT,INDIYAH,bina pribadi paham makna hidup narapidana
Kualitas Perawatan Paliatif pada Pasien Kanker di Instalasi Rawat Inap RSUP Dr. Sardjito,Universitas Gadjah Mada,PT,PT,CHRISTANTIE EFFENDY,kualitas awat paliatif pasien kanker instalasi rawat inap rsup dari sardjito
Pemanfaatan Mikroalge dalam Rekayasa pakan terhadap Pertumbuhan dan Perkembangan burung puyuh (Coturnix cortunix Garsault 1764 ) r,Universitas Gadjah Mada,PT,PT,SLAMET WIDIYANTO,manfaat mikroalge rekayasa pakan tumbuh kembang burung puyuh coturnix cortunix garsault
Ekspresi IL-6 pada Luka Insisi Tikus yang diberi Aplikasi Topikal Zink,Universitas Gadjah Mada,PT,PT,RADEN RARA DEVITA ANGGRAENI,ekspresi il- luka insisi tikus aplikasi topikal zink
Isolasi dan Identifikasi Bakteri Kitinolitik Dari Petis Udang,Universitas Gadjah Mada,PT,PT,USTADI,isolasi identifikasi bakteri kitinolitik petis udang
Dampak Implementasi UU No.6 Tahun 2014 Tentang Desa Terhadap Kedudukan Desa Pakraman (Desa Adat) dan Desa Dinas di Denpasar Bali,Universitas Gadjah Mada,PT,PT,TODY SASMITHA JIWA UTAMA,dampak implementasi uu no tahun desa duduk desa pakraman desa adat desa dinas denpasar bal
Telaah Konstruktif Atas Konsep Masyarakat Hukum Adat Sebagai Persekutuan Hukum ( Rechtsgemeinschaft ) Dan Masyarakat Hukum Adat Sebagai Subyek Hukum,Universitas Gadjah Mada,PT,PT,TODY SASMITHA JIWA UTAMA,telaah konstruktif konsep masyarakat hukum adat sekutu hukum rechtsgemeinschaft masyarakat hukum adat subyek hukum
Peningkatan Mutu Pembelajaran Melalui Pengembangan Bahan Ajar Hasil Terjemahan Dalam Mata Kuliah Tanah Dan Irigasi Perikanan,Universitas Gadjah Mada,PT,PT,BAMBANG TRIYATMO,tingkat mutu ajar kembang bahan ajar hasil terjemah kuliah tanah irigasi ikan
Dampak Konsentrasi Abu Vulkanik Merapi dan Perlakuan Aerasi Terhadap Kualitas Air Untuk Pemeliharaan Ikan ,Universitas Gadjah Mada,PT,PT,BAMBANG TRIYATMO,dampak konsentrasi abu vulkanik rapi aerasi kualitas air pelihara ikan
Pengaruh Degradasi Habitat terhadap Dinamika Genetik dan Kemampuan Reproduksi Cendana (Santalum album Linn.) pada Beberapa Populasi di Nusa Tenggara Timur,Universitas Gadjah Mada,PT,PT,SAPTO INDRIOKO,pengaruh degradasi habitat dinamika genetik reproduksi cendana santalum album linn populasi nusa tenggara timur
Analisis Potensi Bencana Hidormeteorologis di Pulau Jawa Berbasis Model Proyeksi Perubahan Iklim,Universitas Gadjah Mada,PT,PT,SUDIBYAKTO,analisis potensi bencana hidormeteorologis pulau jawa bas model proyeksi ubah iklim
Analisis Potensi Bencana Hidrometeorologis Di Pulau Jawa Berbasis Model Proyeksi Perubahan Iklim,Universitas Gadjah Mada,PT,PT,SUDIBYAKTO,analisis potensi bencana hidrometeorologis pulau jawa bas model proyeksi ubah iklim
Penggunaan Limbah Serat Buah pandan Pantai (Pandanus tectorius Sol.) sebagai Medium Pertumbuhan Trichoderma untuk Produksi Senyawa Aromatik,Universitas Gadjah Mada,PT,PT,SARI DARMASIWI,limbah serat buah pandan pantai pandanus tectorius sol medium tumbuh trichoderma produksi senyawa aromatik
Potensi Anggrek Phalaenopsis violacea sebagai penghasil senyawa aromatik,Universitas Gadjah Mada,PT,PT,SARI DARMASIWI,potensi anggrek phalaenopsis violacea hasil senyawa aromatik
Penerapan Konsep Kesederhanaan Pemungutan Pada Rezim Pajak Penghasilan Final di Indonesia,Universitas Gadjah Mada,PT,PT,ADRIANTO DWI NUGROHO,terap konsep sederhana mungut rezim pajak hasil final indonesia
Analisis Pola Konsumsi Pangan Rumah Tangga di Daerah Istimewa Yogyakarta,Universitas Gadjah Mada,PT,PT,TOTO SUDARGO,analisis pola konsumsi pangan rumah tangga daerah istimewa yogyakarta
Strengthening Clinical and Epidemiological HIV Research Capacity:Field Research Training Program,Universitas Gadjah Mada,PT,PT,YANRI WIJAYANTI SUBRONTO,strengthening clinical dan epidemiological hiv research capacity field research training program
Pengaruh Alterasi Hidrotermal pada Kerentanan Lereng di Daerah Panas Bumi dan Mineralisasi terhadap Longsoran,Universitas Gadjah Mada,PT,PT,I WAYAN MUSTIKA S.T. M.ENG.,pengaruh alterasi hidrotermal rentan lereng daerah panas bumi mineralisasi longsor
Praktik Literasi Anak Sekolah Dasar di Yogyakarta: Studi Etnografis Aktivitas Pembelajaran pada Mata Pelajaran Bahasa Indonesia Siswa Kelas 4 SD,Universitas Gadjah Mada,PT,PT,DIAN NASRAH MARISSA,praktik literasi mahasiswa sekolah dasar yogyakarta studi etnografis aktivitas ajar ajar bahasa indonesia siswa kelas sd
Cascaded Regression untuk Deteksi Objek Melalui Klasifikasi Piksel pada Citra Aerial,Universitas Gadjah Mada,PT,PT,MOHAMMAD EDI WIBOWO,cascaded regression deteksi objek klasifikasi piksel citra aerial
Dekolorisasi dan Degradasi Lignin Dalam Limbah Cair Industri Pulp dan Kertas oleh Jamur Lignolitik yang Diimobilisasi,Universitas Gadjah Mada,PT,PT,ERNI MARTANI,dekolorisasi degradasi lignin limbah cair industri pulp kertas jamur lignolitik imobilisasi
Skema Pembagian Rahasia Shamir Yang Diperluas,Universitas Gadjah Mada,PT,PT,ALUYSIUS SUTJIJANA,skema rahasia shamir luas
Pola Hubungan dan Arah Perkembangan Minimarket di Kota Yogyakarta melalui Analisis Statistik Spasial,Universitas Gadjah Mada,PT,PT,TAUFIK HERY PURWANTO,pola hubung arah kembang minimarket kota yogyakarta analisis statistik spasial
Penggunaan Temulawak dan Jahe Merah sebagai Phytobiotic Green Addtives untuk Meningkatkan Produktivitas dan Kualitas Karkas Ayam Broiler,Universitas Gadjah Mada,PT,PT,NANUNG DANAR DONO,temulawak jahe merah phytobiotic green addtives tingkat produktivitas kualitas karkas ayam broiler
Konsep Filsafat Akhlak Murtadha Muthahhari Dan Korelasinya Dengan Kepribadian Bangsa Indonesia,Universitas Gadjah Mada,PT,PT,WIDYASTINI,konsep filsafat akhlak murtadha muthahhari korelasi pribadi bangsa indonesia
KONSEP EPISTEMOLOGI ISLAM MOHAMMED 'ABED AL JABIRI DAN KORELASINYA DENGAN EPISTEMOLOGI PANCASILA,Universitas Gadjah Mada,PT,PT,WIDYASTINI,konsep epistemologi islam mohammed abed al jabir korelasi epistemologi pancasila
Pandangan Al Ghazali Tentang Konsep Ketuhanan Dan Relevansinya Bagi Perwujudan Karakter Insan Kamil,Universitas Gadjah Mada,PT,PT,WIDYASTINI,pandang al ghazali konsep tuhan relevansi wujud karakter insan kamil
Rekayasa dan Manajemen Lalu Lintas dengan Menerapkan Fasilitas U-Turn untuk Mencapai Kapasitas Jalan yang Efektif dan Keselamatan Transportasi,Universitas Gadjah Mada,PT,PT,SUWARDO,rekayasa manajemen lintas terap fasilitas u-turn capai kapasitas jalan efektif selamat transportasi
Penyusunan Buku Satu Dasawarsa Bersama Bapak Drs. M.R. Kambu M.Si.,Universitas Gadjah Mada,PT,PT,WIHANA KIRANA JAYA,susun buku dasawarsa drs kambu si
Pengembangan Metode Optimasi Portfolio Menggunakan Ukuran Resiko Yang Diperluas,Universitas Gadjah Mada,PT,PT,DEDI ROSADI,kembang metode optimasi portfolio ukur resiko luas
Developing Robust Statistical Method for Modeling Financial Data,Universitas Gadjah Mada,PT,PT,DEDI ROSADI,developing robust statistical method untuk modeling finansial data
Uji Independensi dengan Ukuran Dependensi yang Diperluas: Kajian Simulasi,Universitas Gadjah Mada,PT,PT,DEDI ROSADI,uji independensi ukur dependensi luas kaji simulasi
Pyraclostrobin Sebagai Seed Coating Utuk Stabilitas Pertumbuhan Hasil dan Ketahanan Cabai(Capsicum annuum L.) di daerah Endemik Penyakit Pepper Yellow Curl Virus(PYCL),Universitas Gadjah Mada,PT,PT,ENDANG SULISTYANINGSIH,pyraclostrobin seed coating utuk stabilitas tumbuh hasil tahan cabai capsicum annuum daerah endemik sakit pepper yellow curl virus pycl
